,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowK,SlowD,RSI,Chaikin A/D,OBV,Aroon Up,Aroon Down
2010-11-23,43.6556,49.29,48.39,978434.0,48.3312,50.87,53.4088,50.4574,51.3855,54.1746,36.5197,194664708.6291,-40853522.0,7.1429,100.0
2010-11-24,43.1715,48.26,47.85,1824365.0,47.9219,50.714,53.5061,50.2377,27.7985,47.0585,33.8859,195510146.0681,-42677887.0,0.0,100.0
2010-11-26,43.3687,48.61,48.14,965049.0,47.6147,50.5515,53.4883,50.0598,18.6888,32.6243,35.9137,195489613.1106,-41712838.0,0.0,92.8571
2010-11-29,42.6963,47.73,46.84,1312807.0,47.2001,50.346,53.4919,49.8275,21.8155,22.7676,32.2789,196477906.0207,-43025645.0,7.1429,100.0
2010-11-30,42.0776,47.33,46.7,1347251.0,46.6898,50.116,53.5422,49.5515,20.2094,20.2379,29.3371,196114362.1001,-44372896.0,0.0,100.0
2010-12-01,42.6694,47.9,47.1299,1605165.0,46.437,49.882,53.327,49.3647,27.6797,23.2349,35.4016,196427224.4121,-42767731.0,0.0,92.8571
2010-12-02,43.0011,48.07,47.15,1576115.0,46.3027,49.669,53.0353,49.2309,40.4819,29.457,38.5838,197626442.3469,-41191616.0,7.1429,85.7143
2010-12-03,43.9426,49.26,48.76,1614129.0,46.4591,49.4705,52.4819,49.2099,67.5999,45.2538,46.6201,197626442.3469,-39577487.0,0.0,78.5714
2010-12-06,43.7812,48.98,48.5,945185.0,46.5925,49.291,51.9895,49.1737,79.802,62.628,45.5205,197980886.7219,-40522672.0,0.0,71.4286
2010-12-07,43.8888,49.74,48.95,850841.0,46.7572,49.1345,51.5118,49.1524,81.0568,76.1529,46.4277,197130045.7219,-39671831.0,14.2857,64.2857
2010-12-08,43.7094,48.82,48.31,769889.0,46.9042,48.9905,51.0768,49.1141,71.5707,77.4765,45.0803,197688592.6435,-40441720.0,7.1429,57.1429
2010-12-09,43.9605,49.03,48.2017,1561094.0,47.0434,48.8855,50.7276,49.1061,61.7847,71.4708,47.3826,199249686.6435,-38880626.0,0.0,50.0
2010-12-10,43.9426,49.05,48.58,620015.0,47.1549,48.801,50.4471,49.0969,56.0554,63.137,47.2303,199764167.1754,-39500641.0,0.0,42.8571
2010-12-13,44.2922,49.8199,49.33,882573.0,47.2301,48.7565,50.2829,49.1258,60.1472,59.3291,50.5671,199133809.3622,-38618068.0,100.0,35.7143
2010-12-14,44.615,50.2,49.63,1432174.0,47.222,48.762,50.302,49.1862,68.1926,61.4651,53.4906,198354907.7131,-37185894.0,100.0,28.5714
2010-12-15,44.1667,49.76,49.18,794466.0,47.2217,48.7715,50.3213,49.1932,68.3309,65.5569,49.1434,197779604.7475,-37980360.0,92.8571,21.4286
2010-12-16,44.3729,49.53,49.33,1030382.0,47.2176,48.7965,50.3754,49.2215,62.3714,66.2983,51.1117,198397833.9475,-36949978.0,85.7143,14.2857
2010-12-17,44.8302,50.45,49.9,1461910.0,47.1971,48.8085,50.4199,49.2956,57.8999,62.8674,55.2476,197467527.5839,-35488068.0,100.0,7.1429
2010-12-20,44.4088,49.77,49.33,1232012.0,47.228,48.7865,50.345,49.3179,49.4329,56.5681,50.9682,197355526.493,-36720080.0,92.8571,0.0
2010-12-21,44.9736,50.65,50.08,856214.0,47.1737,48.8245,50.4753,49.3981,52.9309,53.4213,55.8993,196739653.2649,-35863866.0,100.0,0.0
2010-12-22,44.9916,50.18,49.89,387627.0,47.1478,48.899,50.6502,49.4726,52.8732,51.7457,56.0504,197127280.2649,-35476239.0,92.8571,0.0
2010-12-23,45.0543,50.39,50.0,640999.0,47.1942,49.004,50.8138,49.5466,66.9192,57.5744,56.6108,197308074.8547,-34835240.0,85.7143,28.5714
2010-12-27,45.3233,50.61,50.04,523035.0,47.2089,49.113,51.0171,49.6422,75.5051,65.0992,59.0222,197720997.2231,-34312205.0,78.5714,21.4286
2010-12-28,45.2516,50.81,50.28,415329.0,47.3936,49.2555,51.1174,49.721,75.0549,72.493,58.095,197603451.2797,-34727534.0,100.0,14.2857
2010-12-29,45.5116,50.82,50.31,594104.0,47.8065,49.447,51.0875,49.82,83.0054,77.8551,60.5165,198057766.1032,-34133430.0,100.0,7.1429
2010-12-30,45.0812,50.88,50.12,301564.0,48.1435,49.5815,51.0195,49.8638,62.8033,73.6212,54.8653,197883176.419,-34434994.0,100.0,0.0
2010-12-31,45.3771,50.78,50.28,410857.0,48.4165,49.714,51.0115,49.9349,64.4079,70.0722,57.7841,198014650.659,-34024137.0,92.8571,0.0
2011-01-03,45.9509,51.3,50.61,1049883.0,48.4097,49.826,51.2423,50.0601,65.146,64.1191,62.8075,198912376.7025,-32974254.0,100.0,14.2857
2011-01-04,45.7985,51.08,50.55,1093907.0,48.4992,49.9385,51.3778,50.1572,81.6586,70.4042,60.74,200006283.7025,-34068161.0,92.8571,7.1429
2011-01-05,45.135,50.36,49.54,1696598.0,48.6336,50.008,51.3824,50.1747,74.1911,73.6652,52.6199,201620120.8244,-35764759.0,85.7143,0.0
2011-01-06,44.5971,50.32,49.58,2072232.0,48.8017,50.0575,51.3133,50.1333,46.058,67.3026,47.1196,200443989.1488,-37836991.0,78.5714,14.2857
2011-01-07,44.2474,49.86,49.01,1286237.0,48.8631,50.0735,51.2839,50.0587,23.8884,48.0458,43.9069,200186741.7488,-39123228.0,71.4286,100.0
2011-01-10,43.7184,48.85,48.36,1272306.0,48.8027,50.061,51.3193,49.935,13.6389,27.8618,39.5173,200991670.0345,-40395534.0,64.2857,100.0
2011-01-11,45.0812,50.41,49.69,2477027.0,48.8812,50.105,51.3288,49.9678,41.0705,26.1993,52.6508,202574215.0623,-37918507.0,57.1429,92.8571
2011-01-12,45.8882,51.23,50.53,1653861.0,48.878,50.176,51.474,50.0833,68.8741,41.1945,58.4096,203991810.2051,-36264646.0,50.0,85.7143
2011-01-13,48.9366,54.69,51.52,7972700.0,48.1808,50.442,52.7032,50.5115,96.7262,68.8903,72.1768,211411199.795,-28291946.0,100.0,78.5714
2011-01-14,48.058,53.82,53.37,2680973.0,48.048,50.6475,53.247,50.8057,93.1002,86.2335,65.4516,211470776.9728,-30972919.0,92.8571,71.4286
2011-01-18,48.7842,54.71,54.09,1544657.0,47.8167,50.868,53.9193,51.1489,91.6889,93.8384,68.0975,211520604.618,-29428262.0,100.0,64.2857
2011-01-19,48.7753,55.19,54.27,1414264.0,47.7633,51.1115,54.4597,51.4586,86.6172,90.4687,68.0282,210506023.9223,-30842526.0,100.0,57.1429
2011-01-20,48.7842,54.555,53.67,1674830.0,47.7151,51.324,54.9329,51.7397,85.2726,87.8595,68.0632,211632039.572,-29167696.0,92.8571,50.0
2011-01-21,48.8111,54.89,54.28,1049453.0,47.7261,51.537,55.3479,51.9968,73.5283,81.806,68.1757,211133119.2933,-28118243.0,85.7143,42.8571
2011-01-24,49.7884,55.53,54.78,1341140.0,47.6656,51.801,55.9364,52.3333,79.1793,79.3267,72.031,212474259.2933,-26777103.0,100.0,35.7143
2011-01-25,49.4567,55.59,55.09,1338762.0,47.6918,52.0315,56.3712,52.6025,78.7985,77.1687,68.9764,211510350.6533,-28115865.0,100.0,28.5714
2011-01-26,50.6223,56.5,55.92,2566214.0,47.6503,52.331,57.0117,52.9699,92.0636,83.3471,73.2661,213722604.1016,-25549651.0,100.0,21.4286
2011-01-27,51.4292,57.63,56.99,1852126.0,47.5583,52.661,57.7637,53.388,89.377,86.7464,75.7645,214011998.7891,-23697525.0,100.0,14.2857
2011-01-28,51.3126,58.44,56.93,3575151.0,47.661,53.0085,58.356,53.7539,85.8223,89.0876,74.6788,211857437.5904,-27272676.0,100.0,7.1429
2011-01-31,51.9134,58.29,57.73,1846484.0,47.7428,53.373,59.0032,54.1488,80.9203,85.3732,76.5443,211132033.1619,-25426192.0,92.8571,0.0
2011-02-01,52.8548,58.99,58.12,2374077.0,47.7226,53.758,59.7934,54.606,83.1725,83.305,79.1382,213287804.2308,-23052115.0,100.0,0.0
2011-02-02,53.0431,59.5,59.01,3214974.0,47.8236,54.162,60.5004,55.0398,89.7827,84.6252,79.6236,212041181.6594,-19837141.0,100.0,0.0
2011-02-03,52.4424,58.74,58.12,2226920.0,48.2185,54.5695,60.9205,55.3683,82.056,85.0037,73.7299,212472198.4336,-22064061.0,92.8571,0.0
2011-02-04,52.8189,59.0,58.3,1389474.0,48.8153,55.028,61.2407,55.7056,71.3792,81.0726,74.9802,213504379.1193,-20674587.0,85.7143,0.0
2011-02-07,52.9624,59.19,58.6,1092100.0,49.6427,55.514,61.3853,56.0261,65.4025,72.9459,75.4593,214152235.0515,-19582487.0,78.5714,14.2857
2011-02-08,53.2403,59.52,58.76,735123.0,50.8286,56.045,61.2614,56.3455,75.1691,70.6503,76.4022,214616523.262,-18847364.0,100.0,7.1429
2011-02-09,53.2224,59.53,59.1,643870.0,51.8153,56.499,61.1827,56.6326,82.2613,74.2776,76.1988,214751286.7504,-19491234.0,100.0,0.0
2011-02-10,53.2583,59.58,58.54,896289.0,52.7524,56.91,61.0676,56.8961,87.9603,81.7969,76.3345,215337321.8658,-18594945.0,100.0,0.0
2011-02-11,53.9487,60.48,59.72,1073146.0,52.9453,57.1895,61.4337,57.2079,85.9671,85.3962,78.8362,215535006.6553,-17521799.0,100.0,0.0
2011-02-14,53.9666,60.3568,59.76,1186231.0,53.4199,57.519,61.6181,57.4919,85.0032,86.3102,78.8986,216058156.788,-16335568.0,92.8571,0.0
2011-02-15,53.1686,59.75,59.1,1264190.0,53.8565,57.7635,61.6705,57.6641,69.4158,80.1287,69.1313,215571929.8649,-17599758.0,85.7143,0.0
2011-02-16,54.1997,60.54,59.43,910698.0,54.3137,58.066,61.8183,57.9295,73.2423,75.8871,73.6675,216334947.1081,-16689060.0,100.0,7.1429
2011-02-17,54.2983,60.68,60.14,595771.0,54.8703,58.3735,61.8767,58.18,75.6934,72.7838,74.0601,216665930.997,-16093289.0,100.0,0.0
2011-02-18,54.0742,60.6,59.93,847309.0,55.5714,58.667,61.7626,58.3828,88.1624,79.0327,71.4523,216779748.6239,-16940598.0,92.8571,0.0
2011-02-22,53.1148,60.12,59.18,1230370.0,56.1061,58.8525,61.5989,58.4645,59.2827,74.3795,61.475,215706447.1345,-18170968.0,85.7143,14.2857
2011-02-23,52.9983,59.92,58.95,1498177.0,56.8882,59.05,61.2118,58.526,31.5639,59.6697,60.372,214702514.0933,-19669145.0,78.5714,7.1429
2011-02-24,53.1327,59.56,58.75,1062887.0,57.3839,59.19,60.9961,58.5959,14.8447,35.2304,61.2362,214978077.3896,-18606258.0,71.4286,0.0
2011-02-25,53.5183,59.84,58.99,716980.0,57.6978,59.3065,60.9152,58.7001,28.8281,25.0789,63.6815,215442005.6249,-17889278.0,64.2857,0.0
2011-02-28,54.1549,61.28,60.12,1474307.0,58.0996,59.465,60.8304,58.862,47.4844,30.3857,67.3444,214679433.0387,-16414971.0,100.0,21.4286
2011-03-01,53.6438,61.25,59.75,2204408.0,58.3937,59.5615,60.7293,58.9542,52.9053,43.0726,61.9431,212710161.892,-18619379.0,92.8571,14.2857
2011-03-02,54.1907,60.67,60.11,1602670.0,58.4439,59.636,60.8281,59.0957,58.2345,52.8747,65.1633,212996352.9634,-17016709.0,85.7143,7.1429
2011-03-03,55.2936,61.84,61.24,1378382.0,58.2985,59.7615,61.2245,59.3408,67.8404,59.6601,70.5706,213593651.8301,-15638327.0,100.0,0.0
2011-03-04,55.0963,62.23,61.02,897495.0,58.3931,59.9095,61.4259,59.5417,76.4606,67.5119,68.5219,213334045.8384,-16535822.0,100.0,57.1429
2011-03-07,54.7197,61.95,60.79,770741.0,58.497,60.0155,61.534,59.6835,71.3988,71.8999,64.6625,212882232.1487,-17306563.0,92.8571,50.0
2011-03-08,53.9218,60.45,59.32,1091439.0,58.6134,60.069,61.5246,59.7269,49.4467,65.7687,57.2979,213374828.5116,-18398002.0,85.7143,42.8571
2011-03-09,53.5362,60.1,59.28,1339457.0,58.6542,60.0855,61.5168,59.7253,31.456,50.7671,54.0924,213440167.8774,-19737459.0,78.5714,35.7143
2011-03-10,53.321,60.16,59.35,2033461.0,58.6701,60.091,61.5119,59.701,16.3985,32.4337,52.3326,212009213.8404,-21770920.0,71.4286,28.5714
2011-03-11,52.9624,59.25,58.32,1556298.0,58.6148,60.0745,61.5342,59.6409,13.8927,20.5824,49.4454,212963073.9049,-23327218.0,64.2857,100.0
2011-03-14,52.7113,58.91,58.3,1257887.0,58.4435,60.0055,61.5675,59.5599,16.6308,15.6407,47.471,213726054.5442,-24585105.0,57.1429,100.0
2011-03-15,50.7029,56.98,55.51,3901879.0,57.6582,59.8235,61.9888,59.2732,21.9391,17.4876,35.3204,215345201.6123,-28486984.0,50.0,100.0
2011-03-16,49.0801,56.91,54.185,5517511.0,56.498,59.5955,62.693,58.8415,18.1483,18.9061,28.8865,212075190.5058,-34004495.0,42.8571,100.0
2011-03-17,50.1829,56.67,55.85,2011566.0,55.9253,59.3715,62.8177,58.568,22.2987,20.7954,37.2515,210652375.5302,-31992929.0,35.7143,92.8571
2011-03-18,51.6265,58.25,57.3,2516580.0,55.7372,59.2225,62.7078,58.4739,38.7941,26.4137,46.1762,209619253.2144,-29476349.0,28.5714,85.7143
2011-03-21,52.4424,58.657,58.0,2488637.0,55.6696,59.1315,62.5934,58.4754,67.7865,42.9598,50.4647,210842738.3758,-26987712.0,21.4286,78.5714
2011-03-22,52.003,58.26,57.81,1066497.0,55.5734,59.0695,62.5656,58.4302,84.4754,63.6853,48.2361,210676838.8424,-28054209.0,14.2857,71.4286
2011-03-23,52.012,58.191,57.38,909438.0,55.4882,59.0145,62.5408,58.3901,86.1749,79.4789,48.2863,211180337.8092,-27144771.0,7.1429,64.2857
2011-03-24,53.7155,60.1,58.81,1620690.0,55.5003,59.047,62.5937,58.5349,85.1578,85.2694,56.848,212323615.251,-25524081.0,0.0,57.1429
2011-03-25,54.0114,61.3,60.19,2206737.0,55.4998,59.0745,62.6492,58.6973,81.0413,84.1247,58.1441,210315683.3861,-23317344.0,0.0,50.0
2011-03-28,53.9307,60.81,60.13,844675.0,55.5043,59.062,62.6197,58.8356,78.9456,81.7149,57.6357,209520695.1509,-24162019.0,92.8571,42.8571
2011-03-29,54.3701,60.69,60.02,857087.0,55.4927,59.1025,62.7123,59.0075,75.5952,78.5274,59.7019,210249858.718,-23304932.0,85.7143,35.7143
2011-03-30,55.0335,61.56,60.88,829226.0,55.4479,59.1495,62.8511,59.2334,82.427,78.9893,62.6635,210640082.718,-22475706.0,100.0,28.5714
2011-03-31,55.0156,61.53,61.12,1192120.0,55.4724,59.134,62.7956,59.436,87.8769,81.9664,62.5298,210843615.4009,-23667826.0,92.8571,21.4286
2011-04-01,55.5715,62.21,61.23,793330.0,55.4253,59.1605,62.8957,59.6783,89.9884,86.7641,65.0223,211264566.0132,-22874496.0,100.0,14.2857
2011-04-04,55.8853,62.42,61.99,723139.0,55.321,59.2255,63.13,59.9308,90.9202,89.5952,66.3818,211684995.6644,-22151357.0,100.0,7.1429
2011-04-05,56.6026,63.23,62.1,1448823.0,55.128,59.375,63.622,60.2355,93.8308,91.5798,69.3174,212877389.8148,-20702534.0,100.0,0.0
2011-04-06,56.2888,63.32,62.65,1258530.0,55.0297,59.5285,64.0273,60.4778,89.1497,91.3003,66.5782,212107244.5909,-21961064.0,100.0,0.0
2011-04-07,56.3964,63.24,62.49,1010671.0,54.9677,59.7,64.4323,60.7085,83.7012,88.8939,67.0589,212201573.8842,-20950393.0,92.8571,0.0
2011-04-08,57.0509,63.93,63.34,943996.0,54.9084,59.928,64.9476,60.9867,79.965,84.272,69.8951,212185573.952,-20006397.0,100.0,14.2857
2011-04-11,57.2661,64.1,63.66,814812.0,54.9107,60.182,65.4533,61.2613,84.3135,82.6599,70.7857,212148537.043,-19191585.0,100.0,7.1429
2011-04-12,56.4143,63.62,62.8,747915.0,55.3778,60.5005,65.6232,61.4193,66.5814,76.9533,62.8589,211619523.9942,-19939500.0,92.8571,0.0
2011-04-13,57.033,64.16,63.36,744361.0,56.3885,60.944,65.4995,61.6279,60.758,70.5509,65.8501,211340388.6192,-19195139.0,100.0,0.0
2011-04-14,57.4185,64.23,62.94,879190.0,57.2159,61.3475,65.4791,61.8577,60.1624,62.5006,67.6013,211960592.4176,-18315949.0,100.0,14.2857
2011-04-15,57.4275,64.24,63.66,1282823.0,57.7629,61.671,65.5791,62.0665,80.1949,67.0384,67.6429,212402945.1762,-17033126.0,100.0,7.1429
2011-04-18,56.8716,64.52,61.71,2385566.0,58.2268,61.918,65.6092,62.1963,78.2429,72.8667,62.3069,212937787.3755,-19418692.0,100.0,0.0
2011-04-19,57.1316,63.74,63.14,1195770.0,58.906,62.204,65.502,62.3414,73.1819,77.2066,63.7474,214053839.3755,-18222922.0,92.8571,0.0
2011-04-20,58.6827,65.57,65.15,1297339.0,59.5906,62.576,65.5614,62.6375,76.5438,75.9896,70.8937,214609841.8041,-16925583.0,100.0,0.0
2011-04-21,59.7317,66.94,65.99,1122457.0,59.7003,62.9115,66.1227,63.0168,87.4343,79.0533,74.5478,214976117.2462,-15803126.0,100.0,0.0
2011-04-25,60.0456,67.07,66.32,628844.0,59.8237,63.248,66.6723,63.3933,96.3023,86.7601,75.5373,215437269.5129,-15174282.0,100.0,71.4286
2011-04-26,60.5566,67.56,66.78,1035860.0,60.0197,63.6175,67.2153,63.7882,97.1878,93.6415,77.0986,216420008.4872,-14138422.0,100.0,64.2857
2011-04-27,61.247,68.39,66.86,1217175.0,60.1297,64.001,67.8723,64.2188,98.4042,97.2981,79.0444,217509897.2127,-12921247.0,100.0,57.1429
2011-04-28,56.9971,64.07,63.2,3467065.0,60.4224,64.1105,67.7986,64.1571,68.0692,87.8871,50.5639,216991830.0288,-16388312.0,92.8571,50.0
2011-04-29,57.8578,64.7,64.12,1480576.0,60.8015,64.269,67.7365,64.1926,43.4287,69.9674,54.1659,217604482.1667,-14907736.0,85.7143,42.8571
2011-05-02,58.1717,65.6,64.71,1408717.0,61.1025,64.414,67.7255,64.258,21.7084,44.4021,55.4406,216733926.7173,-13499019.0,78.5714,35.7143
2011-05-03,58.0461,65.49,64.44,1378084.0,61.3626,64.5345,67.7064,64.3039,29.2229,31.4533,54.7843,216143319.2887,-14877103.0,71.4286,28.5714
2011-05-04,57.4544,64.97,63.93,1245843.0,61.4677,64.582,67.6963,64.2826,32.903,27.9448,51.6782,215256854.0772,-16122946.0,64.2857,21.4286
2011-05-05,56.0826,63.23,62.26,1622871.0,61.4281,64.5705,67.7129,64.1176,25.0072,29.0444,45.2705,214604359.5514,-17745817.0,57.1429,14.2857
2011-05-06,55.5984,63.31,61.62,2020142.0,61.2672,64.526,67.7848,63.9169,18.3828,25.431,43.233,213516590.7822,-19765959.0,50.0,100.0
2011-05-09,56.6026,63.28,62.2,1515738.0,61.2076,64.501,67.7944,63.8419,19.1666,20.8522,48.4184,214611290.4489,-18250221.0,42.8571,92.8571
2011-05-10,57.7054,64.44,63.38,2170711.0,61.244,64.5255,67.807,63.8913,43.536,27.0285,53.4477,216454346.9583,-16079510.0,35.7143,85.7143
2011-05-11,56.6564,64.462,62.75,1952764.0,61.2819,64.539,67.7961,63.8245,58.684,40.4622,48.5941,215505340.1546,-18032274.0,28.5714,78.5714
2011-05-12,57.4544,64.1,62.53,1441431.0,61.3258,64.5625,67.7992,63.8488,74.5309,58.917,52.1535,216910046.7979,-16590843.0,21.4286,71.4286
2011-05-13,56.3067,63.8,62.3601,1823862.0,61.1797,64.5005,67.8213,63.7489,56.1089,63.1079,47.1022,216200591.2064,-18414705.0,14.2857,64.2857
2011-05-16,56.0915,63.25,62.45,1006718.0,61.0029,64.426,67.8491,63.6357,40.8648,57.1682,46.1987,215470720.6564,-19421423.0,7.1429,57.1429
2011-05-17,55.6074,62.39,61.57,1777197.0,60.7978,64.3555,67.9132,63.4818,17.1986,38.0574,44.1468,215644105.7295,-21198620.0,0.0,100.0
2011-05-18,56.3247,62.92,61.71,1219927.0,60.6994,64.3105,67.9216,63.4188,24.8259,27.6298,47.8427,216662391.9031,-19978693.0,14.2857,92.8571
2011-05-19,56.7461,63.35,62.61,1053437.0,60.605,64.2025,67.8,63.4065,47.3658,29.7968,49.9386,217545001.2815,-18925256.0,7.1429,85.7143
2011-05-20,55.3384,62.56,61.51,1642376.0,60.3846,63.9575,67.5304,63.2459,45.9834,39.3917,43.6313,216559575.6815,-20567632.0,0.0,100.0
2011-05-23,53.8769,59.85,59.0,1918680.0,59.7884,63.583,67.3776,62.8872,33.1925,42.1806,36.5403,216807875.4462,-22486312.0,0.0,100.0
2011-05-24,54.049,60.25,59.55,2254342.0,59.4867,63.1895,66.8923,62.5808,12.6166,30.5975,37.4686,215326450.7033,-20231970.0,0.0,92.8571
2011-05-25,54.3661,60.3,59.3394,1733208.0,59.6464,62.775,65.9036,62.337,16.6284,20.8125,39.2321,216049252.2074,-18498762.0,28.5714,85.7143
2011-05-26,54.4113,60.31,59.53,1480569.0,59.2829,62.6,65.9171,62.1211,22.9689,17.4046,39.4946,216618701.8228,-17018193.0,21.4286,78.5714
2011-05-27,54.6106,60.49,59.83,728809.0,59.0495,62.388,65.7265,61.9467,46.6939,28.7637,40.7083,216905808.3985,-16289384.0,14.2857,71.4286
2011-05-31,56.3135,62.26,61.58,3271081.0,59.1157,62.2525,65.3893,61.9679,71.1839,46.9489,49.9481,219311015.0162,-13018303.0,7.1429,64.2857
2011-06-01,55.0635,62.18,60.75,2514815.0,59.0761,62.055,65.0339,61.8558,77.7212,65.1997,44.4699,216936888.9672,-15533118.0,0.0,57.1429
2011-06-02,55.2719,61.21,60.49,996249.0,59.043,61.902,64.761,61.7762,67.055,71.9867,45.5419,217407339.8839,-14536869.0,0.0,50.0
2011-06-03,55.5436,61.74,60.7,1605051.0,58.987,61.8405,64.694,61.7327,55.1878,66.6547,46.9798,217716003.5377,-12931818.0,0.0,42.8571
2011-06-06,55.7494,61.58,60.88,1173504.0,58.9103,61.788,64.6657,61.6591,47.4831,56.5753,45.4297,216810729.0234,-14105322.0,21.4286,35.7143
2011-06-07,56.3255,62.3,61.52,1444336.0,58.8994,61.711,64.5226,61.6525,49.548,50.7396,48.6243,215625632.8183,-12660986.0,14.2857,28.5714
2011-06-08,55.3379,61.29,60.34,1247306.0,58.9413,61.5185,64.0957,61.5437,32.0002,43.0104,43.8817,214824731.071,-13908292.0,7.1429,21.4286
2011-06-09,55.978,61.47,60.62,1696868.0,58.9572,61.4195,63.8818,61.5119,37.9449,39.831,47.4588,215483515.118,-12211424.0,0.0,14.2857
2011-06-10,54.5788,60.94,59.62,1184172.0,58.9503,61.1995,63.4487,61.3375,18.4333,29.4595,41.2672,214406995.118,-13395596.0,0.0,7.1429
2011-06-13,54.972,60.62,59.91,885439.0,58.8944,61.065,63.2356,61.2206,21.6367,26.005,43.4982,214020394.9912,-12510157.0,71.4286,0.0
2011-06-14,56.5542,62.29,61.62,1369101.0,58.9363,61.029,63.1217,61.2796,34.5562,24.8754,51.4833,213550405.0957,-11141056.0,64.2857,7.1429
2011-06-15,54.4325,60.66,59.29,2001873.0,58.7649,60.904,63.0431,61.112,36.3654,30.8528,42.7567,212220693.833,-13142929.0,57.1429,100.0
2011-06-16,54.1764,59.68,58.7,1534967.0,58.6593,60.725,62.7907,60.9337,35.2848,35.4021,41.835,212377323.1187,-14677896.0,50.0,100.0
2011-06-17,55.0909,61.17,59.835,2401046.0,58.868,60.5725,62.277,60.8676,21.8685,31.1729,46.2882,211433091.5456,-12276850.0,42.8571,92.8571
2011-06-20,55.6397,60.85,59.72,1761548.0,58.901,60.5285,62.156,60.865,39.1829,32.1121,48.82,213163461.7049,-10515302.0,35.7143,85.7143
2011-06-21,56.5633,62.05,61.19,2466586.0,58.9972,60.647,62.2968,60.9588,65.5123,42.1879,52.8492,214482798.4026,-8048716.0,28.5714,78.5714
2011-06-22,55.2007,61.44,60.27,2299185.0,59.0869,60.6815,62.2761,60.9018,67.7307,57.4753,46.974,212537334.1718,-10347901.0,21.4286,71.4286
2011-06-23,54.4874,59.74,58.36,3512575.0,59.0176,60.6595,62.3014,60.7759,58.8815,64.0415,44.2036,215235399.0269,-13860476.0,14.2857,100.0
2011-06-24,53.2162,58.72,57.94,2013106.0,58.6134,60.5655,62.5176,60.5296,29.5658,52.0593,39.7092,214512745.591,-15873582.0,7.1429,100.0
2011-06-27,53.9112,59.11,57.98,982671.0,58.4249,60.4985,62.5721,60.3792,21.2398,36.5623,43.1149,215217138.0777,-14890911.0,0.0,92.8571
2011-06-28,54.2404,59.34,58.79,1628469.0,58.3702,60.3555,62.3408,60.2774,23.2666,24.6907,44.7081,216667955.9141,-13262442.0,28.5714,85.7143
2011-06-29,54.5056,59.8,59.23,1298753.0,58.2951,60.296,62.2969,60.2128,50.9881,31.8315,46.0197,217055303.3001,-11963689.0,21.4286,78.5714
2011-06-30,55.4659,60.79,59.87,1032758.0,58.2969,60.2775,62.2581,60.2545,74.4926,49.5825,50.5898,217773743.6479,-10930931.0,14.2857,71.4286
2011-07-01,55.5939,60.91,60.03,741679.0,58.3132,60.251,62.1888,60.3055,93.4132,72.9646,51.1833,218313146.557,-10189252.0,7.1429,64.2857
2011-07-05,55.6305,61.14,60.63,894829.0,58.3154,60.2445,62.1736,60.3554,92.6002,86.8353,51.363,218120144.2236,-9294423.0,0.0,57.1429
2011-07-06,55.2921,60.63,60.0,1045828.0,58.3561,60.188,62.0199,60.3654,82.3703,89.4612,49.5458,218601557.1125,-10340251.0,28.5714,50.0
2011-07-07,57.5053,62.99,61.5,3422197.0,58.132,60.3065,62.481,60.6049,82.5603,85.8436,59.6111,221518463.2803,-6918054.0,100.0,42.8571
2011-07-08,56.353,62.2,61.07,2115664.0,58.1115,60.327,62.5425,60.7016,71.6843,78.8716,53.6139,221462295.2095,-9033718.0,92.8571,35.7143
2011-07-11,54.2679,60.11,59.2,1576183.0,58.0698,60.31,62.5502,60.5719,51.4496,68.5647,44.8258,220371091.5941,-10609901.0,85.7143,28.5714
2011-07-12,53.271,59.07,58.21,1392727.0,57.8036,60.217,62.6304,60.3508,19.5705,47.5681,41.3373,219107920.5941,-12002628.0,78.5714,21.4286
2011-07-13,53.8197,59.7,58.52,1809444.0,57.7049,60.0675,62.4301,60.2078,5.9733,25.6645,43.9243,218310538.4924,-10193184.0,71.4286,14.2857
2011-07-14,52.4571,58.6,57.24,2769215.0,57.3248,59.9595,62.5942,59.9366,5.5484,10.3641,39.2904,216030008.4924,-12962399.0,64.2857,100.0
2011-07-15,52.8869,58.24,57.27,1889577.0,57.1096,59.889,62.6684,59.736,12.122,7.8812,41.3908,216322211.1213,-11072822.0,57.1429,92.8571
2011-07-18,52.3199,57.26,56.25,2296151.0,56.7302,59.7375,62.7448,59.4954,16.9343,11.5349,39.4518,218391020.4381,-13368973.0,50.0,100.0
2011-07-19,53.5271,58.73,57.8,2331476.0,56.6155,59.622,62.6285,59.4035,38.1568,22.4044,45.3245,219719711.0618,-11037497.0,42.8571,92.8571
2011-07-20,53.3533,58.7,58.005,1354170.0,56.5739,59.4465,62.3191,59.3022,59.3957,38.1623,44.6532,219670999.9107,-12391667.0,35.7143,85.7143
2011-07-21,54.6611,60.12,58.93,3361424.0,56.5705,59.417,62.2635,59.3467,80.4391,59.3306,50.5857,221055115.6754,-9030243.0,28.5714,78.5714
2011-07-22,55.3927,60.67,59.84,1361250.0,56.5763,59.4665,62.3567,59.4632,90.9893,76.9414,53.5832,222088353.6272,-7668993.0,21.4286,71.4286
2011-07-25,55.1641,60.52,59.94,1133182.0,56.7221,59.573,62.4239,59.5448,92.1662,87.8648,52.5112,222440030.7996,-8802175.0,14.2857,64.2857
