,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowD,SlowK,RSI,Chaikin A/D,OBV,Aroon Up,Aroon Down
2011-02-11,313.2169,625.0,613.0,5174600.0,598.3277,616.7037,635.0798,614.3789,81.4447,83.0534,59.9391,147259017.6339,1132073400.0,100.0,35.7143
2011-02-14,315.0475,629.639,620.04,4251700.0,598.126,616.9022,635.6785,615.6904,84.0375,88.0343,62.3018,150191667.462,1136325100.0,100.0,28.5714
2011-02-15,313.0413,630.09,623.1,4179800.0,600.0863,616.1282,632.1702,616.4961,85.5338,85.5137,58.2476,147267601.3676,1132145300.0,100.0,21.4286
2011-02-16,313.0764,626.5,622.1,3364600.0,600.8835,615.7517,630.62,617.2317,83.186,76.0098,58.2987,147145252.2766,1135509900.0,92.8571,14.2857
2011-02-17,313.598,627.25,620.28,2954600.0,601.0187,615.6762,630.3338,617.9963,76.9527,69.3345,59.1003,148412720.5693,1138464500.0,85.7143,7.1429
2011-02-18,316.0155,631.18,624.18,6429300.0,600.7758,616.5887,632.4017,619.1471,74.0242,76.7284,62.6806,152821383.4265,1144893800.0,100.0,0.0
2011-02-22,306.0497,624.93,607.77,7272500.0,600.6673,616.5452,632.4232,618.296,67.8306,57.4288,45.1384,147617053.5896,1137621300.0,92.8571,0.0
2011-02-23,306.6065,614.7,604.0,5773400.0,600.1606,616.1157,632.0709,617.6316,58.8835,42.4934,46.0468,149742959.7579,1143394700.0,85.7143,100.0
2011-02-24,305.3526,613.09,601.35,5417900.0,599.4654,615.7317,631.9981,616.7924,40.2403,20.7988,44.2688,151219729.7749,1137976800.0,78.5714,100.0
2011-02-25,305.9645,614.72,609.5,3860900.0,598.9506,615.3942,631.8379,616.1493,30.1091,27.0351,45.3772,148157636.6715,1141837700.0,71.4286,92.8571
2011-02-28,307.6497,616.49,608.01,4558400.0,600.91,616.0147,631.1195,615.8875,27.642,35.0921,48.4198,149393995.162,1146396100.0,64.2857,85.7143
2011-03-01,301.3101,619.22,599.3035,6639700.0,601.0122,616.0347,631.0573,614.4468,30.4365,29.1825,39.505,143725421.9212,1139756400.0,57.1429,100.0
2011-03-02,301.3252,606.0,595.19,4049300.0,599.2091,615.5222,631.8354,613.1461,30.5048,27.24,39.5335,143871511.3754,1143805700.0,50.0,100.0
2011-03-03,305.7237,611.49,605.0,3886700.0,598.9477,615.4002,631.8528,612.8046,28.8539,30.1392,47.3326,145446553.132,1147692400.0,42.8571,92.8571
2011-03-04,301.2399,608.98,600.2,6015900.0,597.375,614.9237,632.4725,611.6442,30.871,35.2337,41.4618,140006206.2072,1141676500.0,35.7143,85.7143
2011-03-07,296.746,603.69,587.0,6918400.0,593.7252,613.9577,634.1903,609.7409,32.5532,32.2867,36.5665,136951166.7824,1134758100.0,28.5714,100.0
2011-03-08,297.072,597.98,590.2,4565200.0,590.5376,612.8585,635.1794,608.0808,29.0337,19.5807,37.1462,134862206.3711,1139323300.0,21.4286,92.8571
2011-03-09,296.8012,594.51,585.751,4297600.0,587.5699,611.528,635.4861,606.5274,23.9036,19.8434,36.8449,136471046.467,1135025700.0,14.2857,100.0
2011-03-10,291.0484,586.62,579.45,6249900.0,582.314,609.718,637.122,604.0296,18.4686,15.9818,31.0788,131702991.6552,1128775800.0,7.1429,100.0
2011-03-11,289.2479,580.0,573.33,6057900.0,577.0059,607.7315,638.4571,601.4277,16.0969,12.4654,29.5216,131784732.4348,1122717900.0,0.0,100.0
2011-03-14,285.8775,578.29,568.02,5626500.0,571.1978,605.006,638.8142,598.4336,11.7699,6.8623,26.8133,128316792.318,1117091400.0,0.0,100.0
2011-03-15,285.6618,571.0,555.5,8003100.0,566.6812,602.0765,637.4718,595.6838,12.4149,17.9168,26.6448,134832864.7051,1109088300.0,28.5714,100.0
2011-03-16,279.4125,569.79,551.2801,7589400.0,559.801,598.724,637.647,592.0091,14.8248,19.6953,22.2775,132015997.1402,1101498900.0,21.4286,100.0
2011-03-17,281.5491,569.0,560.54,5792800.0,555.2736,595.581,635.8884,589.0902,22.2716,29.2026,26.7011,127346151.2773,1107291700.0,14.2857,92.8571
2011-03-18,281.3987,567.99,559.74,6590600.0,551.8045,592.371,632.9375,586.4206,26.052,29.2581,26.5863,122864543.2773,1100701100.0,7.1429,85.7143
2011-03-21,289.1426,579.8,569.02,6035700.0,552.5044,589.692,626.8796,585.4758,37.2352,53.245,40.7099,125204916.7467,1106736800.0,0.0,78.5714
2011-03-22,289.5538,579.23,572.51,3770000.0,551.7361,588.0475,624.3589,584.699,51.4946,71.9807,41.3552,126831851.2705,1110506800.0,7.1429,71.4286
2011-03-23,291.9813,582.45,572.0,3628700.0,551.8242,586.5895,621.3548,584.4572,72.6815,92.8188,45.1497,130259149.7394,1114135500.0,0.0,64.2857
2011-03-24,294.3536,588.39,578.8,4193200.0,552.2516,585.493,618.7344,584.6889,86.5767,94.9306,48.6468,133140608.3421,1118328700.0,0.0,57.1429
2011-03-25,290.7676,586.91,579.24,5711000.0,552.6424,583.978,615.3136,584.2176,90.231,82.9436,44.0725,128174197.6511,1112617700.0,0.0,50.0
2011-03-28,288.5708,584.99,574.71,4432300.0,553.63,582.076,610.522,583.374,78.2478,56.8693,41.4983,124302402.5149,1108185400.0,0.0,42.8571
2011-03-29,291.7657,581.89,573.01,3206300.0,553.9996,581.1245,608.2494,583.2174,61.6275,45.0697,46.4015,127393160.1726,1111391700.0,0.0,35.7143
2011-03-30,291.8208,585.5,580.5819,2841700.0,554.5855,580.177,605.7685,583.0863,49.2328,45.7593,46.485,126005331.6961,1114233400.0,71.4286,28.5714
2011-03-31,294.2884,588.1612,581.74,4054700.0,556.998,579.037,601.076,583.4361,53.3352,69.1765,50.2167,128290441.7005,1118288100.0,64.2857,21.4286
2011-04-01,296.8162,595.19,588.76,5221100.0,557.9961,578.596,599.1959,584.2327,64.1875,77.6267,53.7729,128006244.9664,1123509200.0,100.0,14.2857
2011-04-04,294.7499,594.74,583.1,4104800.0,558.2335,578.397,598.5605,584.561,75.7798,80.5362,50.5914,127131682.7671,1119404400.0,92.8571,7.1429
2011-04-05,285.4261,581.49,565.68,12082900.0,557.7479,577.236,596.7241,583.0876,70.7667,54.1373,39.2944,120261014.1397,1107321500.0,85.7143,0.0
2011-04-06,287.979,575.16,568.0,5331200.0,558.0177,576.3565,594.6953,582.2392,56.7245,35.5,43.0445,124132835.3687,1112652700.0,78.5714,7.1429
2011-04-07,290.898,580.64,574.19,5057900.0,558.0152,576.3415,594.6678,582.026,39.7552,29.6284,47.0708,128186997.0741,1117710600.0,71.4286,0.0
2011-04-08,289.9751,584.89,578.06,3799700.0,558.0709,576.414,594.7571,581.6578,35.0734,40.0918,45.9645,124498562.0815,1113910900.0,64.2857,78.5714
2011-04-11,289.5789,578.1,573.0,3712600.0,558.6763,576.783,594.8897,581.2494,40.1651,50.7751,45.4704,127148339.3364,1110198300.0,57.1429,71.4286
2011-04-12,286.1884,576.915,568.05,4167000.0,558.807,576.8355,594.864,580.2362,43.5392,39.7508,41.3718,125387999.2348,1106031300.0,50.0,64.2857
2011-04-13,289.0322,577.6,571.75,4134600.0,562.1896,577.7945,593.3994,579.8594,44.084,41.7261,45.7858,127656728.4656,1110165900.0,42.8571,57.1429
2011-04-14,290.1507,579.45,572.1,10901600.0,564.9898,578.652,592.3142,579.7309,41.2077,42.1462,47.4612,135769892.003,1121067500.0,35.7143,50.0
2011-04-15,266.1716,545.75,530.06,28059300.0,553.146,577.134,601.122,575.0613,40.4332,37.4272,27.6983,109999687.2229,1093008200.0,28.5714,100.0
2011-04-18,264.2357,527.664,519.0,10069500.0,542.146,574.651,607.156,570.4688,35.0111,25.4597,26.7305,118153843.7326,1082938700.0,21.4286,100.0
2011-04-19,261.5724,530.88,520.9,5362800.0,532.0068,571.8615,611.7162,565.8079,23.0124,6.1502,25.415,113468110.6665,1077575900.0,14.2857,92.8571
2011-04-20,263.679,526.82,521.39,6113800.0,524.7572,569.04,613.3228,561.991,13.6797,9.4293,28.4159,117127383.2263,1083689700.0,7.1429,85.7143
2011-04-21,263.363,528.28,522.39,4935200.0,518.5669,565.9505,613.3341,558.4776,9.4289,12.7074,28.2324,116733572.7,1078754500.0,0.0,78.5714
2011-04-25,263.3379,527.0,522.01,3258300.0,513.0978,563.216,613.3342,555.294,16.8081,28.2876,28.2168,117445305.5657,1075496200.0,0.0,71.4286
2011-04-26,267.2349,537.4399,525.21,6993000.0,509.6203,561.089,612.5577,553.1536,29.8648,48.5993,34.2834,119155030.8538,1082489200.0,21.4286,64.2857
2011-04-27,269.7126,538.11,534.35,4592200.0,507.38,558.8905,610.401,551.6875,50.1735,73.6336,37.8781,122892300.0027,1087081400.0,14.2857,57.1429
2011-04-28,269.8179,539.248,534.08,3996000.0,505.5474,556.697,607.8466,550.3811,69.9177,87.5203,38.0333,124911950.1575,1091077400.0,7.1429,50.0
2011-04-29,272.8924,544.1,538.51,8448500.0,505.076,554.564,604.052,549.7829,85.995,96.8309,42.5449,133360450.1575,1099525900.0,0.0,42.8571
2011-05-02,270.1138,545.73,537.12,4263100.0,505.055,551.902,598.749,548.7141,90.0776,85.8815,39.7296,130523334.8265,1095262800.0,21.4286,35.7143
2011-05-03,267.7716,542.01,529.63,4158800.0,504.7763,549.2125,593.6487,547.3022,82.184,63.8394,37.4782,129226649.2045,1091104000.0,14.2857,28.5714
2011-05-04,268.7245,539.0,533.02,4229700.0,503.724,547.5475,591.371,546.2058,64.3269,43.2597,38.993,128915433.8199,1095333700.0,7.1429,21.4286
2011-05-05,267.9622,539.4212,531.5,3991600.0,503.1495,545.552,587.9545,545.0691,46.0931,31.1801,38.1957,127715514.8783,1091342100.0,0.0,14.2857
2011-05-06,268.4788,541.46,535.18,4108000.0,503.7989,543.317,582.8351,544.1387,36.1797,34.0994,39.1043,123764508.5089,1095450100.0,0.0,7.1429
2011-05-09,269.6725,538.49,531.1,3893500.0,505.1151,541.293,577.4709,543.5236,36.1,43.0205,41.2534,126804494.3005,1099343600.0,64.2857,0.0
2011-05-10,272.1702,544.43,537.54,4081700.0,507.3572,539.5575,571.7578,543.4413,46.4803,62.3211,45.5811,128789065.4181,1103425300.0,57.1429,0.0
2011-05-11,268.554,543.5471,533.69,4672900.0,508.9028,537.7995,566.6962,542.6803,55.6004,61.4597,40.8851,125784872.0356,1098752400.0,50.0,0.0
2011-05-12,268.3534,536.94,530.91,2893700.0,512.8605,535.738,558.6155,541.9536,57.9243,49.992,40.635,126864610.8416,1095858700.0,42.8571,7.1429
2011-05-13,265.5949,535.92,529.05,4213100.0,521.4081,533.29,545.1719,540.7723,44.5401,22.1685,37.2596,123264771.3947,1091645600.0,35.7143,0.0
2011-05-16,260.0126,527.27,516.4,5910400.0,519.1648,532.676,546.1872,538.6435,28.6178,13.6929,31.5486,119551060.9991,1085735200.0,28.5714,100.0
2011-05-17,266.0513,531.22,515.03,6600500.0,519.5682,532.857,546.1458,537.8641,19.1277,21.5218,41.9196,125531872.3024,1092335700.0,21.4286,100.0
2011-05-18,265.7253,530.33,525.7,3902400.0,520.938,533.271,545.604,537.0971,26.0463,42.9241,41.5536,128557707.2916,1088433300.0,14.2857,92.8571
2011-05-19,266.4475,536.54,529.72,4932400.0,521.6624,533.547,545.4316,536.5402,43.3678,65.6575,42.7463,125838378.2594,1093365700.0,7.1429,85.7143
2011-05-20,262.8263,531.99,523.13,4630300.0,521.4488,533.4935,545.5382,535.3487,56.7167,61.5685,38.5036,122148771.2616,1088735400.0,0.0,78.5714
2011-05-23,259.9976,520.0,513.4,4595400.0,519.8941,533.1605,546.4269,533.7336,57.8322,46.2707,35.5364,124502173.0798,1084140000.0,35.7143,100.0
2011-05-24,259.9324,523.962,518.15,3796200.0,517.6589,532.4325,547.2061,532.2599,45.3251,28.136,35.4686,120849669.5698,1080343800.0,28.5714,92.8571
2011-05-25,260.6396,522.77,517.25,2600500.0,515.9753,531.528,547.0807,531.0609,32.5426,23.221,36.8763,120529318.1205,1082944300.0,21.4286,85.7143
2011-05-26,259.8672,522.12,515.0,4232700.0,514.2403,530.536,546.8317,529.8294,25.2904,24.5141,35.9538,120018065.0307,1078711600.0,14.2857,78.5714
2011-05-27,261.2565,521.79,516.3,3488100.0,513.8215,529.376,544.9305,528.979,29.6394,41.183,38.9139,122375232.7902,1082199700.0,7.1429,71.4286
2011-05-31,265.329,529.05,523.5,5369200.0,513.9261,528.899,543.8719,528.9829,43.7034,65.4132,46.692,127686387.3848,1087568900.0,0.0,64.2857
2011-06-01,263.6138,533.1999,525.31,5905800.0,513.6287,528.4845,543.3403,528.6607,60.9807,76.3459,44.1426,122214732.8112,1081663100.0,0.0,57.1429
2011-06-02,264.8476,530.3,522.48,4404500.0,513.6252,528.098,542.5708,528.6035,72.785,76.5957,46.4092,124095938.6936,1086067600.0,0.0,50.0
2011-06-03,262.3498,527.6,521.5,3493500.0,513.1988,527.5385,541.8782,528.0774,69.8827,56.7064,42.6372,122412186.2346,1082574100.0,28.5714,42.8571
2011-06-06,261.3367,526.8182,519.25,3880300.0,512.6863,526.8265,540.9667,527.4091,58.3065,41.6174,41.1754,120387900.3463,1078693800.0,21.4286,35.7143
2011-06-07,260.3186,524.63,518.99,3811300.0,512.2902,525.894,539.4978,526.6111,38.7052,17.7917,39.7021,116630661.3392,1074882500.0,14.2857,28.5714
2011-06-08,260.3888,521.24,515.78,3303400.0,513.2144,524.7195,536.2246,525.9024,23.8701,12.2012,39.8619,117429285.515,1078185900.0,7.1429,21.4286
2011-06-09,259.165,520.0,515.64,3374800.0,512.8931,523.7835,534.6739,525.0289,13.6357,10.9141,37.973,115741885.515,1074811100.0,0.0,14.2857
2011-06-10,255.5413,516.69,509.29,4874900.0,511.2162,522.5062,533.7963,523.5504,11.4481,11.2291,32.9883,111150256.7312,1069936200.0,50.0,100.0
2011-06-13,253.1464,510.2,502.17,4849700.0,508.0524,521.2652,534.4781,521.758,9.7965,7.2461,30.1695,109392768.9354,1065086500.0,42.8571,100.0
2011-06-14,254.9721,514.08,506.99,4678300.0,506.4377,520.7627,535.0878,520.4829,11.1736,15.0455,34.7468,106535640.7267,1069764800.0,35.7143,92.8571
2011-06-15,252.2537,508.35,500.61,4142400.0,503.8215,519.3872,534.953,518.8131,13.6503,18.6593,31.4419,104897947.7034,1065622400.0,28.5714,100.0
2011-06-16,250.9597,506.57,496.67,5508400.0,501.0562,517.9153,534.7743,517.0566,18.2417,21.0205,29.9801,103506937.6024,1060114000.0,21.4286,100.0
2011-06-17,243.2609,506.69,484.8,10480300.0,494.5392,515.6037,536.6683,514.0055,16.7045,10.4337,23.0992,93237296.8989,1049633700.0,14.2857,100.0
2011-06-20,243.0402,486.23,479.23,6051100.0,489.0052,513.6313,538.2573,511.2031,14.3274,11.5281,22.9367,96435735.4703,1043582600.0,7.1429,100.0
2011-06-21,247.2633,493.94,484.734,5525200.0,486.2735,512.3618,538.45,509.4695,14.3639,21.13,32.6949,100832608.7269,1049107800.0,0.0,92.8571
2011-06-22,244.2565,492.35,486.73,4809300.0,482.6482,510.799,538.9498,507.33,20.9919,30.3175,29.8014,96493969.7589,1044298500.0,0.0,85.7143
2011-06-23,240.8535,482.86,473.73,9593700.0,478.034,508.8265,539.619,504.7481,27.7371,31.7638,26.8998,100539505.9035,1034704800.0,0.0,100.0
2011-06-24,238.1752,480.75,473.02,7603500.0,472.8611,506.664,540.4669,501.9035,27.0155,18.9652,24.8492,96595128.8013,1027101300.0,0.0,100.0
2011-06-27,242.1475,488.4,473.6,6882500.0,470.0966,504.759,539.4214,500.0841,25.2798,25.1104,33.0063,98269250.4229,1033983800.0,0.0,92.8571
2011-06-28,247.5893,496.2075,484.02,5424700.0,469.8856,502.9905,536.0954,499.4714,30.7597,48.2036,42.2537,101417245.5614,1039408500.0,0.0,85.7143
2011-06-29,249.5554,500.25,492.38,4681300.0,470.0974,501.589,533.0806,499.2903,49.5355,75.2926,45.197,102910265.0023,1044089800.0,0.0,78.5714
2011-06-30,253.974,506.67,501.5,4851900.0,471.3251,500.505,529.6849,499.9655,72.0839,92.7555,51.2152,107217851.2692,1048941700.0,0.0,71.4286
2011-07-01,261.3207,521.18,506.38,7266100.0,471.5279,500.4024,529.2769,501.9714,88.1245,96.3255,59.2314,114334701.6476,1056207800.0,100.0,64.2857
2011-07-05,267.0443,535.4,525.3,7690700.0,470.1108,500.9714,531.832,504.8732,95.589,97.6859,64.171,117517585.41,1063898500.0,100.0,57.1429
2011-07-06,268.5089,538.51,533.04,5385800.0,468.3065,501.7879,535.2693,507.7767,96.5695,95.697,65.3286,116700361.644,1069284300.0,100.0,50.0
2011-07-07,274.1463,550.68,535.88,7863100.0,465.0192,503.1594,541.2996,511.4742,95.4737,93.0381,69.4237,120228130.8332,1077147400.0,100.0,42.8571
2011-07-08,266.8186,537.65,527.27,9530800.0,464.1511,503.9224,543.6937,513.4281,89.8768,80.8953,59.5741,119365033.338,1067616600.0,92.8571,35.7143
2011-07-11,264.4564,535.98,525.5,5672900.0,463.8053,504.8111,545.817,514.7473,75.4573,52.4386,56.7774,115619187.1548,1061943700.0,85.7143,28.5714
2011-07-12,267.8318,539.42,526.0,5676700.0,463.3401,506.2752,549.2102,516.5818,55.49,33.1362,59.6894,116718994.9044,1067620400.0,78.5714,21.4286
2011-07-13,269.9634,544.0,536.484,5574800.0,462.6231,507.7697,552.9162,518.6464,38.7775,30.7577,61.4554,113778799.6942,1073195200.0,71.4286,14.2857
2011-07-14,265.2889,542.0,526.73,13285700.0,463.0643,509.0691,555.074,519.6268,32.7498,34.3555,55.6932,104338731.2594,1059909500.0,64.2857,7.1429
2011-07-15,299.7353,600.25,588.1601,27436700.0,454.1404,513.9316,573.7229,527.0547,40.1212,55.2504,74.5961,119838439.0593,1087346200.0,100.0,0.0
2011-07-18,298.3911,602.05,592.0,8927600.0,451.6084,519.4276,587.2469,533.52,52.7272,68.5757,73.2822,116134151.2981,1078418600.0,100.0,0.0
2011-07-19,302.2079,604.68,595.53,5929000.0,450.4978,525.3261,600.1545,540.0942,72.8754,94.8,74.6477,119302764.4128,1084347600.0,100.0,0.0
2011-07-20,298.5967,602.83,595.35,4451100.0,451.2843,530.4436,609.603,545.3567,85.1196,91.9831,70.9529,114851664.4128,1079896500.0,92.8571,0.0
2011-07-21,304.4348,608.06,594.01,6932000.0,453.2761,536.4429,619.6097,551.2265,93.3634,93.3071,73.2574,120727829.5374,1086828500.0,100.0,0.0
2011-07-22,310.0722,619.5,604.27,7049300.0,457.1351,543.3434,629.5517,557.6078,92.6562,92.6786,75.2956,126601474.777,1093877800.0,100.0,0.0
2011-07-25,310.4483,625.4092,613.0,6256900.0,464.3454,550.5484,636.7514,563.4528,91.9429,89.8431,75.4302,126374981.572,1100134700.0,100.0,0.0
2011-07-26,312.2238,627.4992,617.218,4681100.0,471.7804,557.5344,643.2884,569.0782,89.7337,86.6794,76.0921,126521954.5985,1104815800.0,100.0,21.4286
2011-07-27,304.5501,620.95,604.75,7860900.0,480.133,563.2129,646.2928,572.7108,81.5188,68.0339,67.6136,121058143.8578,1096954900.0,92.8571,14.2857
2011-07-28,306.4159,615.98,603.0,6210500.0,489.0847,568.8814,648.6781,576.3517,69.0141,52.3289,68.5317,122445697.7869,1103165400.0,85.7143,7.1429
2011-07-29,302.7797,614.96,603.69,8266500.0,498.0246,573.7469,649.4692,578.9553,48.4177,24.8904,64.6831,114179197.7869,1094898900.0,78.5714,0.0
2011-08-01,304.3244,615.5,599.18,7924200.0,505.0779,578.034,650.9901,581.6043,32.6317,20.6757,65.5677,113625669.1104,1102823100.0,71.4286,0.0
2011-08-02,297.1172,609.67,591.57,6394700.0,510.9452,581.032,651.1188,582.6325,18.7935,10.8144,58.238,107817444.359,1096428400.0,64.2857,7.1429
2011-08-03,301.5158,603.0,583.626,7643700.0,516.9967,584.3225,651.6483,584.398,19.8136,27.9506,61.0964,114017150.2432,1104072100.0,57.1429,0.0
2011-08-04,289.6541,598.85,577.47,9819300.0,520.6929,585.8685,651.0441,583.7429,19.2752,19.0606,50.9659,104243777.7455,1094252800.0,50.0,100.0
2011-08-05,290.4165,590.0,562.0,11846300.0,527.7688,588.221,648.6732,583.295,25.2489,28.7357,51.5223,106816117.1741,1106099100.0,42.8571,100.0
2011-08-08,273.8554,569.0,544.35,14978200.0,532.0232,589.158,646.2928,579.745,19.7697,11.5129,40.7148,93867417.7015,1091120900.0,35.7143,100.0
2011-08-09,287.5928,574.61,541.01,12926400.0,539.2608,591.128,642.9952,579.1417,23.0466,28.8912,50.0707,105870503.4158,1104047300.0,28.5714,100.0
2011-08-10,275.355,564.12,547.73,10728400.0,541.8175,591.6655,641.5135,576.272,21.0963,22.8848,43.4868,96817802.2565,1093318900.0,21.4286,92.8571
2011-08-11,281.9353,568.5,548.41,9651500.0,550.1813,593.325,636.4687,574.9251,29.393,36.4029,47.4854,100348838.8419,1102970400.0,14.2857,85.7143
2011-08-12,282.7578,570.5,560.4,6302200.0,546.6777,591.6325,636.5873,573.8628,33.6159,41.5601,47.9809,98252265.3766,1109272600.0,7.1429,78.5714
2011-08-15,279.4777,564.99,546.05,14275500.0,542.4053,589.747,637.0887,572.2787,43.6679,53.0409,46.1125,100829995.5772,1094997100.0,0.0,71.4286
2011-08-16,270.3345,552.44,530.3,13864900.0,534.7707,586.5695,638.3683,569.1093,46.8285,45.8846,41.2863,97861629.4525,1081132200.0,0.0,100.0
2011-08-17,267.4004,543.69,530.77,8150000.0,526.8933,583.4595,640.0257,565.6846,41.5313,25.6684,39.8452,92714261.0315,1072982200.0,0.0,92.8571
2011-08-18,253.2217,524.89,500.49,12568800.0,513.3949,578.354,643.3131,559.8937,27.7401,11.6673,33.7196,84668168.5725,1060413400.0,7.1429,100.0
2011-08-19,246.2201,514.87,490.86,10809100.0,499.4039,571.9885,644.5731,553.3248,13.9387,4.4803,31.1712,73913091.5629,1049604300.0,0.0,100.0
2011-08-22,249.8563,507.0,494.53,9801900.0,489.9824,565.948,641.9136,548.0719,7.4072,6.0741,33.9626,69833551.7874,1059406200.0,0.0,92.8571
2011-08-23,260.2133,521.41,499.058,8684900.0,486.8214,560.763,634.7046,545.286,10.7266,21.6254,41.2685,76505755.7423,1068091100.0,0.0,85.7143
2011-08-24,262.4552,530.0,517.23,7181800.0,484.1364,556.5665,628.9966,543.1912,25.6389,49.2172,42.7452,76140198.1856,1075272900.0,0.0,78.5714
2011-08-25,260.8251,537.27,518.3,6579400.0,482.4584,552.0215,621.5846,540.9863,45.687,66.2184,41.9199,70767772.9879,1068693500.0,0.0,71.4286
2011-08-26,264.2457,530.454,513.14,7185400.0,482.0537,548.18,614.3063,539.6409,63.0757,73.7914,44.348,74970115.6239,1075878900.0,7.1429,64.2857
2011-08-29,270.3746,539.45,533.562,4666900.0,484.3234,544.7955,605.2676,539.5875,73.0701,79.2006,48.5023,79050482.6755,1080545800.0,0.0,57.1429
2011-08-30,271.1871,542.99,530.81,5972000.0,485.8166,542.2105,598.6044,539.6935,80.6702,89.0186,49.0453,82776853.7757,1086517800.0,14.2857,50.0
2011-08-31,271.3175,546.3,536.0,5381200.0,489.7118,539.2,588.6882,539.8141,86.6629,91.7695,49.138,82578324.0669,1091899000.0,7.1429,42.8571
2011-09-01,267.0744,543.83,531.216,4826100.0,490.6445,536.949,583.2535,539.1175,86.3303,78.2027,46.1932,78734737.5282,1087072900.0,0.0,35.7143
2011-09-02,263.2326,527.9197,520.73,4797500.0,491.9338,534.239,576.5442,537.7577,74.2522,52.7845,43.6429,79422229.9479,1082275400.0,0.0,28.5714
2011-09-06,261.8985,522.76,510.5,5426100.0,490.7934,533.047,575.3006,536.2741,55.5605,35.6943,42.7601,84334930.6004,1076849300.0,0.0,21.4286
2011-09-07,267.8418,535.939,527.4,5506000.0,493.0751,531.078,569.0809,536.0604,42.2069,38.1418,47.8238,87379060.5922,1082355300.0,71.4286,14.2857
2011-09-08,268.3082,539.1,531.9,4756200.0,493.2144,530.3755,567.5366,535.9556,43.6942,57.2464,48.211,86665630.5922,1087111500.0,64.2857,7.1429
2011-09-09,263.2376,534.65,521.19,6531000.0,494.2845,528.5115,562.7385,534.8979,52.8281,63.0961,44.3571,83686407.7096,1080580500.0,57.1429,0.0
2011-09-12,265.8807,531.99,517.5,5335400.0,496.6289,526.829,557.0291,534.4429,61.4657,64.0545,46.7468,87644692.7338,1085915900.0,50.0,0.0
2011-09-13,265.5798,533.88,523.4,4703600.0,498.5925,525.4435,552.2945,533.974,61.764,58.1415,46.502,88434610.291,1081212300.0,42.8571,0.0
2011-09-14,266.8588,536.95,525.82,5383400.0,498.7812,525.097,551.4128,533.7927,62.0324,63.9011,47.7545,89097257.0116,1086595700.0,35.7143,57.1429
2011-09-15,272.12,544.98,534.56,5915600.0,498.3709,525.5675,552.7641,534.6277,64.4915,71.4318,52.6644,92265111.906,1092511300.0,28.5714,50.0
2011-09-16,274.1864,546.84,543.14,7061500.0,500.718,527.6575,554.597,535.7755,73.789,86.034,54.474,98715887.5817,1099572800.0,100.0,42.8571
2011-09-19,274.1814,549.9,535.38,4931800.0,508.151,530.445,552.739,536.8131,83.4286,92.8199,54.4686,101453512.0996,1094641000.0,100.0,35.7143
2011-09-20,274.1588,558.52,542.67,5552600.0,515.0473,532.8677,550.6882,537.7476,87.4946,83.6299,54.4422,98671957.2731,1089088400.0,100.0,28.5714
2011-09-21,270.4348,555.0,538.86,5023500.0,517.0949,533.8867,550.6786,537.8859,77.7945,56.9336,50.1309,93860104.1133,1084064900.0,92.8571,21.4286
2011-09-22,261.1361,528.777,514.0,8791700.0,516.5964,533.7552,550.9141,536.2453,57.7377,32.6497,41.3299,92993249.7517,1075273200.0,85.7143,14.2857
2011-09-23,263.5686,526.42,514.5,5549000.0,517.5939,534.0287,550.4636,535.2229,36.5476,20.0596,44.0949,97695003.1075,1080822200.0,78.5714,7.1429
2011-09-26,266.7685,532.93,513.25,5263100.0,518.1407,534.2802,550.4198,534.9055,26.6796,27.3294,47.5938,102401840.5058,1086085300.0,71.4286,0.0
2011-09-27,270.505,547.05,536.05,6015700.0,518.1378,534.2932,550.4487,535.3278,30.1874,43.1732,51.4174,99984622.8695,1092101000.0,64.2857,92.8571
2011-09-28,265.2388,544.02,527.7,4522000.0,517.6587,533.7002,549.7418,534.7099,40.1443,49.9301,46.2911,96094372.8695,1087579000.0,57.1429,85.7143
2011-09-29,264.5667,537.3,519.41,5807300.0,517.1318,533.0272,548.9227,534.0233,47.7872,50.2583,45.6653,95539287.1791,1081771700.0,50.0,78.5714
2011-09-30,258.3174,524.0,514.38,5441700.0,514.4266,532.1542,549.8819,532.2154,43.7939,31.1933,40.2211,90844265.3496,1076330000.0,42.8571,71.4286
2011-10-03,248.5272,512.0,495.0,8939800.0,506.9525,530.6882,554.424,528.7206,32.5344,16.1516,33.4858,82451370.7614,1067390200.0,35.7143,100.0
2011-10-04,251.7271,503.44,480.596,8309200.0,503.0181,529.6742,556.3304,526.1662,20.2132,13.2949,37.1881,89640261.8838,1075699400.0,28.5714,100.0
2011-10-05,253.1314,507.8,480.77,9059100.0,499.5216,528.2077,556.8939,524.1218,18.3819,25.6991,38.7981,96621432.916,1084758500.0,21.4286,92.8571
2011-10-06,258.1519,515.23,502.6,6841700.0,498.1072,527.1952,556.2833,523.2255,30.1863,51.5649,44.2955,102899762.528,1091600200.0,14.2857,85.7143
2011-10-07,258.3575,520.5,510.3,5706000.0,497.1583,526.7088,556.2592,522.4535,48.8238,69.2075,44.5153,102586491.9398,1097306200.0,7.1429,78.5714
2011-10-10,269.4167,537.47,523.2,4639700.0,497.19,527.0612,556.9325,523.8551,69.656,88.1955,54.8379,107031109.9496,1101945900.0,0.0,71.4286
